id,name,publishTime
1310161450,咕叽咕叽,2007-03-22 00:00:00.007000
427900180,Coming Home,2011-01-01 00:00:00.004000
1324851875,In Cold Blood,2017-03-30 00:00:00.007000
451785356,Medley: 零时十分+午夜情+仍然记得个一次+无情者有情人+明日话今天+随想曲+梦伴(Live) - live,2002-06-01 00:00:00
445535491,"心乱如麻, My Cookie Can",2012-08-17 00:00:00.007000
433774967,因为爱所以爱,2001-03-01 00:00:00
412429774,炼金术,2010-10-05 00:00:00
407749050,Humoresque,2009-11-06 00:00:00.007000
499519227,爸爸妈妈,2005-06-01 00:00:00
500210361,白い犬と踊る夜,2009-11-18 00:00:00
1318000208,"Twinkle, Twinkle, Little Star",2005-09-20 00:00:00.007000
469014653,Aya Yippie Hippie Yee,2014-04-14 00:00:00.007000
554138606,Laisse faire la comédie,2017-01-16 00:00:00.007000
551039845,Dare Me (Stupidisco) [127 BPM],2015-12-17 00:00:00.007000
522584645,1hundredknight:M,2015-07-15 00:00:00
565445958,Touch the Hem of His Garment,2015-10-20 00:00:00.007000
1315876246,Freeze Dance,2014-09-10 00:00:00.007000
448253204,"Crynet, Shoot Him Down!",2011-03-26 00:00:00.007000
523928095,heigen,2011-03-30 00:00:00
515301109,Anywhere,2017-10-20 08:00:00
565343881,Vous seul,2013-10-10 00:00:00.007000
443728861,Direct Action,1999-05-18 00:00:00.007000
492918780,The World,2011-07-25 00:00:00
497207319,Go Flex,2016-04-22 00:00:00.007000
467146988,قاراپ تۇر,2016-12-05 17:25:41.889000
1341386605,雅俗共赏,2016-07-21 10:55:14.395000
449576102,爱情转移,2007-04-24 00:00:00
462446969,初恋未满,2013-06-06 00:00:00.007000
400564265,Dear Boy (Avicii by Avicii),2014-03-21 00:00:00.007000
1660409,Don't Trust 'Em (Skit),2008-11-04 00:00:00.007000
488639472,Henim Kizchak - خېنىم قىزچاق,2016-08-11 17:11:50.818000
518275226,My Name Is,1999-03-18 00:00:00
436488484,Изюм,2016-03-14 15:05:53.795000
539560125,异人,2016-07-08 00:00:00.007000
467194974,微笑みのマリア,2006-01-26 00:00:00
1369417427,eau,2014-10-15 00:00:00.007000
464232988,3EM13_Guitar_ForQ,2013-04-23 00:00:00.007000
31498143,多少,2009-09-23 00:00:00
515306584,Sweetest Thing,2017-02-10 00:00:00.007000
450134603,幼稚园,2005-12-01 00:00:00
465874102,"Tapiola, Op. 112",2007-12-28 00:00:00.007000
434914093,月出,2016-04-16 10:07:27.910000
35331185,Without a Song,2015-08-21 00:00:00.007000
520535669,嘴炮满级狄仁杰,2014-01-01 00:00:00.004000
426762567,言えないこと以外のこと,2013-03-06 00:00:00.007000
454235293,孤独な巡礼,2006-06-28 00:00:00
522822637,Be There (VICE CITY Remix),2017-08-07 00:00:00.007000
431819731,Mission Impossible,2013-05-07 00:00:00.007000
533705971,Change,2008-11-11 00:00:00.007000
430052423,良心的力量,2004-12-14 00:00:00
1294711798,重复犯错,2006-08-25 00:00:00.007000
423001536,Desabafo / Deixa Eu Dizer,2011-04-25 00:00:00.007000
502198281,牵丝戏,2015-01-27 00:00:00.007000
520115656,ストラップ,2010-11-24 00:00:00.007000
519613967,Ruang Tee Mai Job,2007-03-13 00:00:00
1353863849,할리데이,2016-03-16 10:27:58.246000
509016775,Love Yourself (OutaMatic Remix),2016-03-09 17:30:24.130000
488603420,바람이 부네요,2012-03-19 00:00:00.007000
486886086,Linkin Park - Battle Symphony (Mike Zhou Mix No.2),2017-03-17 11:42:14.493000
446032332,Crush,2016-05-19 23:20:28.092000
1341096214,长相忆,2016-07-22 23:58:01
402933842,Oh my sugar-砂糖のような雪-~ときどきシュガー,2003-12-29 00:00:00
562983977,"Piano Concerto in A Minor, Op. 16: II. Adagio",2015-09-18 00:00:00.007000
467754438,Careless Whisper,2012-02-01 00:00:00
526997332,偏爱,2009-06-18 00:00:00
1350926985,Amaranth,2007-09-28 00:00:00
542382238,STYX HELIX,2016-05-25 00:00:00
495994041,A ciascuno il suo: Titoli,2011-01-01 00:00:00.007000
561992019,En Busca de Dulcinea,2006-06-05 00:00:00.007000
495002934,天使,2006-12-01 00:00:00
1297945956,大好きなのに TV size,2013-02-13 00:00:00.007000
492469810,我们都被忘了,2017-07-22 22:17:28.466000
428365869,【剑三神曲】神马剑三,2016-08-31 13:54:18.303000
499433883,大暑,2016-10-23 14:48:23.487000
26726551,"Baby, Oh Where Can You Be? [take 1]",2013-06-25 00:00:00.007000
510904117,The Story Never Ends (Piano Version),2016-10-20 00:00:00.007000
516607216,Beautiful Stranger,2014-07-23 00:00:00.007000
1340920800,公主的婚礼,2017-04-12 00:00:00.007000
518259793,Luv Again (中文版),2015-04-24 00:00:00.007000
451536198,Mr. Sandman,2009-01-01 00:00:00.007000
536180476,爱拼才会赢(闽),2004-01-21 00:00:00
513202378,LET ME SEE YOUR HANDS,2017-02-16 02:08:24.999000
405105942,你究竟有几个好妹妹,1993-02-01 00:00:00
502924767,1-800-273-8255,2017-04-28 00:00:00.007000
434078411,你好吗,2011-11-11 00:00:00
408011195,情歌,2010-10-11 00:00:00
564946564,Aus dem Film ICH BIN KEIN CASANOVA: Espresso Cafe,2014-12-13 00:00:00.007000
504275138,【钢琴】石楠小札（Cover 贰婶）,2017-07-09 19:34:25.559000
498157562,Leave Out All The Rest (Album Version),2010-09-28 00:00:00
424358726,溺爱 (原唱:郑钧),2008-08-01 00:00:00.006000
473289648,留恋,1998-01-01 00:00:00.007000
429408165,極楽浄土,2016-08-17 00:00:00.007000
422536284,小李飞刀插曲(笛子),2013-01-01 00:00:00.004000
412622682,Waka Waka (This Time For Africa),2013-01-01 00:00:00.004000
1344671425,我的天,2009-03-09 00:00:00
403903970,完整爱,2014-06-19 00:00:00.007000
484330962,The Day of Truth,2007-05-01 00:00:00.007000
402343325,일하는 중,2014-09-27 00:00:00
1353554024,Amarantine,2007-05-01 00:00:00.007000
557800453,I,2015-10-07 00:00:00.007000
446305111,The Grand Duel (Parte Prima),2003-09-23 00:00:00.007000
549886177,手紙 ～拝啓 十五の君へ～,2015-01-01 00:00:00.007000
452429269,Ballade,2002-10-02 00:00:00
401879525,You Lost Me,2010-06-07 00:00:00
537532709,แตกต่างเหมือนกัน,2015-12-09 14:47:42.859000
408843956,Rakataka,2003-05-20 00:00:00.007000
35530851,Moon,1999-07-23 00:00:00.007000
432927801,隋唐演义083,2014-01-01 00:00:00.004000
497832830,那些年,2011-08-05 00:00:00
487490868,OGUZ SUTUNG,2017-03-25 00:00:00
469808945,FALLING DOWN,2009-01-01 00:00:00.004000
503233327,Lost my pieces (Piano Ver.),2009-01-07 00:00:00.007000
406074738,不该爱的人,2011-06-08 00:00:00
528895931,每天爱你多一些,1992-01-01 00:00:00.007000
486783145,爱的呼唤,2009-11-27 00:00:00
415010233,돈 돈!,2007-11-05 00:00:00.007000
406164601,Break Free,2014-08-22 00:00:00.007000
438665714,等,2008-07-18 00:00:00
400267418,心太软,1998-04-01 00:00:00
33053601,Disciple,2014-06-08 00:00:00
501638224,Bad,2014-05-23 00:00:00.007000
446864606,Baby One More Time,2008-10-27 00:00:00.007000
501663013,Anything (Inst.),2017-07-28 00:00:00.007000
448436725,내 맘은 죽어가요,2012-11-12 00:00:00.007000
409296638,****in Perfect,2012-08-14 00:00:00.007000
526140390,"Two-Ten, Six-Eighteen",1965-07-31 08:00:00
495954843,Ice Cream Cake,2015-03-17 00:00:00.007000
402284182,マリオネットシンドローム,2013-07-31 00:00:00.007000
1362335297,Muerte De La Cantinera,2010-02-22 00:00:00
456480714,嘿，抬头！ ,2016-12-22 00:00:00.007000
399661587,The Crystal Ship ( LP Version ),2011-09-07 00:00:00
443578480,Maybe Tomorrow,2008-11-06 00:00:00.007000
536939350,End of My Journey,2012-03-27 00:00:00.007000
490832614,Nocturne,2007-11-26 00:00:00.007000
466488744,生来彷徨,2013-12-02 00:00:00.007000
1357666462,瑶琴巧韵,2003-06-01 00:00:00
451595589,Einaudi: Ora,2004-09-06 00:00:00
514844721,在树上唱歌,2009-05-26 00:00:00
445488341,午前2時のエンジェル,2016-07-06 00:00:00.007000
414988011,STUPID IN LOVE,2016-05-25 23:30:46.032000
553470757,Sensations (Live Acoustic),2016-08-26 00:00:00.007000
472924542,Yrsa,2001-01-01 00:00:00.007000
423408211,最浪漫的事,2006-01-01 00:00:00
530323624,Big For Your Boots,2017-02-24 00:00:00.007000
413585751,ただ前へ,2014-09-03 00:00:00.007000
472717079,红星照我去战斗,2011-06-22 00:00:00
460251860,君をのせて,2004-08-25 00:00:00
435845569,荒野の狼,2016-09-28 00:00:00.007000
537942103,Cute,2016-08-05 15:33:30.123000
432257367,梁山伯与茱丽叶,2007-02-11 00:00:00
400303558,Thriller,2009-10-26 00:00:00
449685182,Sevje,2014-09-05 00:00:00
1312581539,She Is,2005-06-15 00:00:00.007000
37110745,"Vermillion(テレビアニメ""ぼくらの""Ed)",2007-08-27 00:00:00
32405185,夢見る乙女、妄想中,2015-05-27 00:00:00
433712616,sing my way,2013-04-05 00:00:00
567896391,El Ropavejero,2010-10-20 00:00:00.007000
1309794799,残酷月光,2013-07-19 00:00:00.007000
491032640,Best of 2013 Mash-Up,2013-10-29 00:00:00.007000
1308250895,早安的诗,2017-05-18 00:00:00.007000
506840769,Dark Star,2013-08-22 00:00:00.007000
484843013,Bye Bye Bye,2009-04-17 00:00:00
1331613172,いぇす!ゆゆゆ☆ゆるゆり♪♪,2014-05-21 08:00:00
529862037,風,2015-04-22 00:00:00
418899721,내가 사랑하는 그녀는 (I love her),2014-11-26 00:00:00.007000
539408304,无与伦比的美丽,2007-11-02 00:00:00
1318935706,油尽灯枯,2017-10-09 00:00:00
533612972,旧诗行,2013-01-01 00:00:00.004000
459393256,夢見草,2014-08-15 00:00:00.007000
1375175990,我从崖边跌落,2016-06-21 00:00:00.007000
456151240,달빛이 지고,2012-02-15 00:00:00
1315489872,The Door Is Open,2013-12-17 00:00:00.007000
554270586,"He Said, I Am a Misfortune Bully",2006-01-23 00:00:00.007000
448927972,孤枕难眠,2003-03-14 00:00:00.007000
1326640551,大家都有拖延症,2013-01-01 00:00:00.004000
531402707,Bazaar (Official Sunburn Goa 2015 Anthem),2015-12-25 13:34:02.084000
568411223,Danza Forro,2013-10-16 00:00:00.007000
407097441,I wish,1999-12-10 00:00:00.007000
1324104668,甜甜的歌儿迎贵宾,2005-10-11 00:00:00
501208795,Dark Side x Out Side,2015-02-18 00:00:00.007000
519633262,闇に飲まれるプリキュア,2009-04-03 00:00:00
537347655,Happy Christmas,2009-11-25 00:00:00
430099644,Chewing Gum (泡泡糖) (Chinese Ver.),2016-08-27 00:00:00.007000
549242085,I Love You Because,2014-07-14 00:00:00.007000
865805319,Morning,2014-07-15 00:00:00.007000
36328271,怪你过份美丽,2004-04-01 00:00:00
504507434,带你去旅行（Cover 校长）,2017-08-27 11:09:18.461000
1307356961,Sample Monster IV,2017-05-11 00:00:00.007000
405821339,Love the Way You Lie [Album],2010-06-21 00:00:00.007000
483566025,You're Not Alone,2008-03-17 00:00:00.007000
504676098,开笼雀 (Live),2017-04-11 00:00:00.007000
469792320,Breath of Life,2012-04-30 00:00:00.007000
1305168739,"God Rest Ye, Merry Gentlemen",2015-11-26 00:00:00.007000
1305432878,Mishima Estate (Bottom Floor),2012-09-18 00:00:00
432152371,我爱你,2008-05-27 00:00:00
483778751,Surrender the Codex,2013-11-11 00:00:00.007000
497942152,舞女泪,2016-01-18 11:49:12.515000
30345421,黄金甲(Live) - live,2008-01-30 00:00:00
520210190,ANGER/ANGER,2016-02-25 09:33:43.405000
453706247,Les petits bateaux (live 2006) - live,2007-03-05 00:00:00.007000
542067998,With or Without You,2015-04-13 00:00:00.007000
451559181,公公偏头痛,2012-12-28 00:00:00.007000
453216265,keep on,2004-08-01 00:00:00
492031173,God Is A Girl (Album Version),2005-02-28 00:00:00.007000
473392170,爱炼,2008-08-22 00:00:00
1295858512,谢谢你的温柔,2007-05-11 00:00:00
454979292,你沈 - 别再想了,2017-01-20 22:45:03.121000
441130153,Serenade,2002-02-02 00:00:00
1303126529,桃之夭夭,2016-07-11 00:00:00.007000
572907939,Hoy,2014-10-21 00:00:00.007000
505786637,내일은 없어,2013-10-28 00:00:00.007000
454024360,The Hunters,2016-12-21 00:00:00.007000
1336197256,Children of the Bad Revolution,2011-01-01 00:00:00.004000
431616196,送别,2013-03-29 00:00:00.007000
1300919436,魔女兵器OST Battle BGM Funky OLD Fasion,2016-12-17 18:30:25.413000
452740735,Tell Me You Love Me,2010-06-07 00:00:00
538389469,Meunier Tu Dors,2009-06-09 00:00:00.007000
555376306,过ぎ去りし日々 [LM09],2013-04-10 00:00:00.007000
459026188,战争,2005-12-01 00:00:00
545681750,风雨江湖·剧情版,2014-01-01 00:00:00.004000
510617850,Caffeine ,2014-07-01 00:00:00.007000
568060736,Linda (remastered),2004-01-01 00:00:00.007000
493553187,The Salt Wound Routine,2005-01-17 00:00:00
488913136,Loose,2017-01-27 00:00:00.007000
1318050939,谜题,2017-05-29 03:11:56.388000
500748110,不想再爱不明白的爱,2013-05-31 00:00:00.007000
551892659,Pero Que Diablos,2006-01-17 00:00:00.007000
568817530,No Choio Fála-Se Dum ERE,2016-04-30 00:00:00.007000
552858008,Extreme Ways (Bourne's Ultimatum),2007-08-20 00:00:00
441883614,Innocent,2009-11-16 00:00:00
490225289,흩어져,2016-06-28 00:00:00.007000
1349927057,На связи,2016-02-21 00:00:00
504953592,Someone like you,2012-09-29 00:00:00.007000
439388006,那首歌,2010-10-29 00:00:00
428268576,水辺の花,2005-12-21 00:00:00.007000
564859932,Sinfonia No. 3 in D Major: I. Allegro,2015-12-01 00:00:00.007000
37152687,She's Not You,2011-07-12 00:00:00.007000
434868909,巴赫《十二平均律钢琴曲集》1,2016-10-10 17:05:17.384000
416145332,玫瑰与小鹿,2015-08-08 00:00:00.007000
516074797,菊花台,2006-09-05 00:00:00.007000
425093137,New World,2013-03-20 00:00:00.007000
1332489340,1985 (BCR Extended Romance Mix),2016-03-14 00:00:00.007000
558328210,点点关注,2017-11-07 00:00:00.007000
489085380,天外有情,2001-12-03 00:00:00
427647339,Flying Through The Universe (Original Mix),2014-12-20 00:00:00
470587934,Get Lucky - Smooth Saxophone Mix,2014-08-22 00:00:00.007000
1318618581,Propylaia,2012-10-24 00:00:00.007000
516183724,Greed,2014-08-20 00:00:00.007000
489365012,はなまるぴっぴはよいこだけ,2015-11-11 00:00:00
497136571,Calling It A Day,2012-02-02 00:00:00.007000
478052097,βios,2012-01-25 00:00:00
470482631,同手同脚,2008-01-25 00:00:00
521528422,解决,1996-10-01 00:00:00
483399807,光阴的故事,2013-05-16 00:00:00.007000
537207080,心剑遊龙（Cover 冥月）,2016-12-30 19:47:01.707000
460391011,あやとり,2003-09-10 00:00:00.007000
441967199,你还要我怎样,2015-02-10 00:00:00
1340743776,Piano Sonata 09 opus 14 n.2 for Sleeping Baby (Second Part),2010-09-15 00:00:00.007000
453231602,The Last Stand,2011-11-21 00:00:00.007000
1340357607,눈물나게,2017-02-24 00:00:00
567081063,Some Things Never Change (In the Style of Tim McGraw) [Karaoke Version],2011-11-08 00:00:00.007000
434527620,挥着翅膀的女孩,2004-03-01 00:00:00
1305640592,单行的轨道,2015-11-06 00:00:00.007000
417149180,和你在一起,2006-06-15 00:00:00
416205707,Back When We Had Nothing,2016-01-18 14:03:49.955000
1345349387,比我幸福,2000-04-01 00:00:00
500990557,躲猫猫,2017-03-10 10:57:41.867000
550748718,Fly,2017-02-04 00:00:00.007000
439835267,打得火热,2013-06-26 00:00:00.007000
533419187,Amapola,2014-07-24 00:00:00.007000
560131266,Nová hra,2014-03-21 00:00:00.007000
1324251121,紫陌（钢琴版）,2017-07-14 20:44:24.904000
1352060477,La Vie en Rose,1999-11-30 00:00:00.007000
504771863,A Winter Story (Remedios),2011-02-28 00:00:00.007000
441025303,Jelly Bean,2010-07-05 00:00:00
399904007,Yee (Edit),2013-06-28 00:00:00.007000
557385016,たからもの(泥鳅&猫科)（Cover 河野マリナ）,2015-09-16 23:35:08.409000
480099038,All Fall Down,2007-11-20 00:00:00.007000
33031398,Break It Off,2006-04-24 00:00:00
484241807,Wild World,1993-07-28 00:00:00.007000
468813551,最初的梦想,2004-05-01 00:00:00
482467400,命运迷宫,1992-01-01 00:00:00.004000
1347775115,Lot to Learn,2017-07-28 00:00:00.007000
505045696,拉丁舞曲01,2013-01-01 00:00:00.004000
434880248,月亮惹的祸,2009-10-30 00:00:00
510011714,不信命伴奏,2017-09-30 22:38:38.685000
480133546,BAM BAM,2016-10-29 00:00:00.007000
501849803,One Far My Baby And One Far The Road (Original Mix),2009-11-24 00:00:00.007000
464119730,スーパースターになったら,2011-10-26 00:00:00
539005342,潮流季,2013-10-08 00:00:00.007000
428715648,家乡,2009-10-16 00:00:00.007000
456435480,累不累,2010-11-15 00:00:00
439044650,Longas Noites de Choiva Incansable,2012-12-05 00:00:00.007000
494012890,Test_Moscow Nights,2017-07-29 22:52:19.870000
407309956,【初音ミク】半透明な少年(フミ),2016-03-20 08:23:54.096000
508613697,你若安好便是晴天,2013-10-17 00:00:00.007000
1311967568,My Heart,2013-12-13 00:00:00
538526548,"Mozart: Die Zauberflöte, K.620 / Erster Aufzug - ""Der Vogelfänger bin ich ja""",2005-01-01 00:00:00.007000
426019509,Contact,2013-05-21 00:00:00.007000
38341577,When You Believe,2008-10-20 00:00:00.007000
483735706,相依的心,1999-09-09 00:00:00
555599163,灵岩,2012-12-10 00:00:00.007000
566196017,Puente de Piedra,2014-05-13 00:00:00.007000
540687885,Dub Detective,2015-10-08 00:00:00.007000
525729508,Hello Zepp,2004-10-15 00:00:00.007000
412003606,白眉大侠048,1998-07-15 00:00:00.007000
35248880,安静的等待,2007-08-31 00:00:00
1313604854,最后一次看不见那些人老去,2014-11-06 00:00:00.007000
1373873852,爱的就是你（Cover：刘佳）,2017-07-10 00:00:00.007000
1327204996,我等你,1999-11-01 00:00:00
419585335,我只在乎你(日),2008-01-30 00:00:00
510314013,I Believe I Can Fly,2009-03-15 00:00:00
496556363,Refetna,2004-12-06 00:00:00.007000
530527073,“露を吸う群”,2006-01-01 00:00:00
1357881450,물고기 자리,2004-05-06 00:00:00
1349603952,"Wolfgang Amadeus Mozart: Le nozze di Figaro, K 492 - Act 2 - No.16: Finale (Conte, Contessa, Susanna, Figaro, Anton",2012-01-01 00:00:00
547694813,"Symphony No. 101 in D Major, Hob. I.101, ""Clock"": I. Adagio - Presto",2014-09-27 00:00:00.007000
418966291,スペシャルボイス集＜罵倒編＞,2012-10-22 00:00:00.007000
428894897,New Soul,2014-11-14 00:00:00.007000
450840954,快乐不多,2004-07-01 00:00:00
1315005717,Polaroid,2014-01-01 00:00:00.004000
541276541,Shootin' from the Hip,2012-03-08 00:00:00.007000
494962165,陪着你走,2017-05-08 00:00:00.007000
440885820,Anything You Want,2016-07-21 00:00:00.007000
1321450888,kaxig kara,2016-07-29 13:59:50.500000
493041799,owe the world,2016-10-30 00:00:00.007000
408506448,GJ!,2016-03-31 10:17:37.357000
1323761444,心情车站,2004-03-25 00:00:00.007000
549414026,Hondulay,2000-03-14 00:00:00.007000
1329871350,火里的女人,1995-10-01 00:00:00.007000
2851013,The Sweetest Thing,2011-09-13 00:00:00.007000
39864424,Boom Clap,2014-09-16 00:00:00.007000
538219624,The Big Three Boogie,2013-02-01 00:00:00.007000
476687630,Give Life Back To Music,2014-07-15 00:00:00.007000
1341307605,여자사용법,2014-11-11 00:00:00.007000
464179476,I Want To Break Free,2011-01-03 00:00:00.007000
486955599,太想爱你(Live),2007-01-30 00:00:00.007000
467492581,酒干倘卖无,2016-03-11 15:24:42.300000
561540161,Someone to Watch over Me,2012-10-01 00:00:00.007000
474476431,大地,1992-01-01 00:00:00
539762757,Chanson andalouse,2012-11-15 00:00:00.007000
440723732,回合（《梦幻西游》主题曲）,2016-07-10 11:23:26.328000
527774592,Prelude in G minor BWV 861,2009-10-15 00:00:00.007000
30348131,一个人生活,2000-08-01 00:00:00
519822643,宁静海,2007-07-01 00:00:00
558574893,Wildwood,2013-07-18 00:00:00.007000
442222626,Balloon Flies With Memories,2009-07-31 00:00:00.007000
446992085,喜帖街,2008-07-25 00:00:00
503364129,成人法则（Cover V.A.）,2017-05-12 14:29:30.755000
493918145,听妈妈的话,2010-09-14 00:00:00
437048961,Piradinha (Ella Se Vuelve Loca),2014-06-03 00:00:00.007000
531822730,Monster Hunter 4,2013-11-20 00:00:00
36569606,Zo mooi 1,2015-11-13 00:00:00.007000
